X,Y,Z,total_time(sec)
-0.003198862075805664,0.003025054931640625,0.06344190239906311,300.0
0.016035854816436768,-0.003973960876464844,0.07121819257736206,
0.04913794994354248,0.005828857421875,0.03317350149154663,
0.02383410930633545,-0.008244514465332031,0.0506536066532135,
0.024430692195892334,-0.007913589477539062,0.030133187770843506,
-0.0013723969459533691,-0.0028219223022460938,0.0101546049118042,
0.0378570556640625,0.009393692016601562,0.026711463928222656,
0.05069202184677124,0.0024652481079101562,0.02433788776397705,
0.03894376754760742,-0.006824493408203125,0.01009279489517212,
-0.0042732954025268555,0.010249137878417969,0.0010024309158325195,
0.013056933879852295,0.017656326293945312,0.018708407878875732,
0.020831167697906494,0.0154876708984375,0.024514764547348022,
0.03580629825592041,0.02528667449951172,0.051854878664016724,
0.06003701686859131,0.011201858520507812,0.02833959460258484,
0.02355360984802246,-0.0028142929077148438,0.01193740963935852,
0.022868216037750244,-0.04074859619140625,0.007659852504730225,
0.007852911949157715,-0.011683464050292969,0.020413756370544434,
0.02203536033630371,-0.018548011779785156,-0.021809637546539307,
0.010107338428497314,-0.027879714965820312,-0.04389458894729614,
-0.004028916358947754,-0.0085601806640625,-0.021874547004699707,
0.03525811433792114,-0.010862350463867188,-0.00928536057472229,
0.01447153091430664,0.0012388229370117188,-0.03991514444351196,
0.020383000373840332,0.020467758178710938,-0.02460646629333496,
0.026141703128814697,-0.00339508056640625,-0.05465617775917053,
0.03653991222381592,-0.022484779357910156,-0.019387006759643555,
0.03248196840286255,-0.0032682418823242188,-0.0462476909160614,
0.03302872180938721,0.018344879150390625,-0.03209942579269409,
0.019145548343658447,0,-0.013010382652282715,
0.00290602445602417,0.006518363952636719,-0.0013897120952606201,
0.013439774513244629,0.011366844177246094,0.014517545700073242,
0.02393507957458496,0.018640518188476562,0.03725191950798035,
0.044128477573394775,0.016347885131835938,0.023214489221572876,
0.025685429573059082,0.0021514892578125,0.00862729549407959,
0.026488542556762695,-0.02401447296142578,0.005714237689971924,
0.015289068222045898,-0.016648292541503906,0.00511518120765686,
0.0280839204788208,-0.023657798767089844,-0.01455533504486084,
0.048154473304748535,-0.030730247497558594,-0.0023039281368255615,
0.02968806028366089,-0.02579212188720703,-0.018599480390548706,
0.05196923017501831,-0.011311531066894531,-0.005737870931625366,
0.05988967418670654,0.01992321014404297,0.016782820224761963,
0.038918495178222656,0.0032930374145507812,0.017584919929504395,
0.03732931613922119,0.0034303665161132812,0.01822569966316223,
0.026786327362060547,-0.0036907196044921875,0.04483109712600708,
-0.014714360237121582,0.00118255615234375,0.03006356954574585,
-0.022256791591644287,-0.022680282592773438,0.01984265446662903,
0.0020616650581359863,-0.03945732116699219,0.026529759168624878,
-0.026451945304870605,0.008448600769042969,0.018378466367721558,
-0.018925726413726807,0.027620315551757812,0.024514764547348022,
-0.03519362211227417,0.061145782470703125,0.08561137318611145,
0.047076523303985596,-0.0034723281860351562,0.13112211227416992,
0.051738858222961426,0.01830005645751953,0.0644986629486084,
0.04576075077056885,0.0808725357055664,0.04539725184440613,
0.027122318744659424,0.052524566650390625,0.0289289653301239,
