X,Y,Z,total_time(sec)
-0.0058629512786865234,-0.11444759368896484,0.5760504007339478,300.0
0.7498204708099365,-0.37299251556396484,0.8265289068222046,
1.0821936130523682,-0.4968862533569336,0.45491230487823486,
1.1105799674987793,-0.23776912689208984,0.26437580585479736,
0.3275614380836487,0.9146299362182617,0.6432442665100098,
-0.3311006426811218,2.207399368286133,1.8374040126800537,
-0.43356966972351074,2.9890966415405273,2.895277976989746,
0.06478554010391235,3.0104541778564453,2.6654231548309326,
0.9228840470314026,2.901399612426758,1.6499357223510742,
2.5948972702026367,3.2772560119628906,0.7166413068771362,
3.5844531059265137,4.01866340637207,1.5318256616592407,
4.104388236999512,5.023259162902832,3.137329339981079,
4.760284900665283,6.0659332275390625,3.4363598823547363,
5.475430965423584,6.481605529785156,1.7870787382125854,
5.488039016723633,7.07292366027832,-0.36396753787994385,
3.8824493885040283,6.921114921569824,-1.2627460956573486,
1.2962560653686523,5.1806640625,-0.9404716491699219,
-1.501121997833252,3.185098648071289,-0.434237003326416,
-4.451601505279541,1.8455829620361328,-0.028411507606506348,
-6.207820892333984,1.544158935546875,-0.33858972787857056,
-6.615659713745117,1.8232183456420898,-0.12030243873596191,
-5.926238059997559,2.502305030822754,0.6420652866363525,
-4.912165641784668,3.471034049987793,1.4093492031097412,
-2.9591574668884277,4.096663475036621,2.0989928245544434,
-1.3941919803619385,4.009079933166504,2.1451704502105713,
-0.8510118126869202,3.6606578826904297,1.7983880043029785,
-0.8083208203315735,3.698178291320801,1.540053367614746,
-0.7563269734382629,2.6880359649658203,3.181680679321289,
-0.4137113094329834,2.50772762298584,1.0146172046661377,
-1.1239161491394043,2.3085994720458984,-2.834895610809326,
-1.1845433712005615,1.5897798538208008,-5.52064323425293,
-0.7780166864395142,0.6632461547851562,-5.361310005187988,
-0.6063156127929688,-0.6442070007324219,-3.7398829460144043,
-0.3517940640449524,-1.4896888732910156,-2.291987419128418,
-0.6548807621002197,-2.007612705230713,-1.1593084335327148,
-0.6698499917984009,-2.302109718322754,-1.3907957077026367,
-1.1223232746124268,-3.0391926765441895,-3.0505356788635254,
-1.6669683456420898,-3.5728225708007812,-4.2203898429870605,
-2.202035903930664,-3.968186855316162,-4.6731109619140625,
-2.6310203075408936,-3.8025107383728027,-4.049851417541504,
-2.6359002590179443,-3.715582847595215,-3.5777697563171387,
-2.4037420749664307,-3.984781265258789,-3.0138702392578125,
-2.0878074169158936,-4.697400093078613,-1.9871349334716797,
-1.2966469526290894,-5.158066749572754,-1.6452820301055908,
-0.6766835451126099,-5.43580436706543,-1.0829291343688965,
-0.5506828427314758,-5.424314022064209,-0.937896728515625,
-0.9157053232192993,-5.051578521728516,-1.6927587985992432,
-1.3608744144439697,-4.446394920349121,-2.2040486335754395,
-1.7353579998016357,-3.7929630279541016,-2.051544427871704,
-1.950269341468811,-3.2855639457702637,-1.700526237487793,
-1.6033622026443481,-3.769108772277832,-1.0333256721496582,
-0.8620251417160034,-3.5331568717956543,-0.7122282981872559,
-0.6750888824462891,-3.4420061111450195,-0.5438337326049805,
-0.13154293596744537,-3.616305351257324,-0.2103738784790039,
0.4693927764892578,-4.020373344421387,0.32268428802490234,
1.1881047487258911,-4.618816375732422,1.0620946884155273,
1.1655871868133545,-4.764209747314453,1.6627898216247559,
0.7387855648994446,-4.808841705322266,2.2353358268737793,
0.6382516026496887,-4.689364433288574,2.3079628944396973,
0.6230963468551636,-4.409879207611084,2.139327049255371,
0.5835199356079102,-3.818772792816162,1.6450963020324707,
0.3333714008331299,-3.344329833984375,0.8605198860168457,
0.27166152000427246,-3.41049861907959,1.017561674118042,
-0.142471581697464,-1.5896658897399902,1.0157215595245361,
-0.17930084466934204,-0.5701770782470703,1.3320982456207275,
-0.16461005806922913,0.4752168655395508,1.9727349281311035,
-0.2921469807624817,1.6850309371948242,2.410391092300415,
-0.7045233249664307,2.772637367248535,2.8666818141937256,
-1.489133596420288,3.483658790588379,4.146241664886475,
-2.0668585300445557,2.909613609313965,5.499237060546875,
-2.6946322917938232,1.6147947311401367,6.738457679748535,
-3.880293846130371,-0.903350830078125,7.623639106750488,
-4.36450719833374,-3.688739776611328,7.926912307739258,
-3.650857448577881,-6.7665581703186035,6.900567054748535,
-2.7940592765808105,-8.6921968460083,4.2212724685668945,
-3.6331028938293457,-7.3965559005737305,2.6673922538757324,
-2.190434455871582,-4.101340293884277,-1.2797120809555054,
-1.1736319065093994,1.915257453918457,-4.836451530456543,
-1.5342210531234741,9.576106071472168,-4.126771926879883,
1.060123324394226,17.685665130615234,-2.756521701812744,
3.8520493507385254,14.92272663116455,-4.339495658874512,
2.1756067276000977,12.90674114227295,0.4350154399871826,
2.366218090057373,12.224682807922363,-1.913673758506775,
-0.8255224823951721,10.869865417480469,-6.78074836730957,
-6.013118267059326,8.164644241333008,-8.89553451538086,
-6.61915397644043,3.0082807540893555,-8.697278022766113,
-5.151867389678955,-0.5741195678710938,-6.958693981170654,
-5.121273040771484,-0.6739282608032227,-3.050006628036499,
-3.645259380340576,0.5131874084472656,0.6568565368652344,
0.4415537714958191,2.38889217376709,2.502366304397583,
